Date,Open,High,Low,Close,Adj Close,Volume
2021-03-31,135.550003,136.860001,134.960007,135.830002,130.681839,8182000
2021-04-01,135.940002,136.889999,135.330002,135.619995,130.479797,8531700
2021-04-05,136.720001,140.160004,136.199997,139.429993,134.145416,13347700
2021-04-06,139.110001,140.949997,138.520004,140.100006,134.790039,10348200
2021-04-07,140.300003,140.750000,139.649994,139.800003,134.501373,6787200
2021-04-08,140.449997,141.119995,139.660004,139.710007,134.414795,6365200
2021-04-09,139.630005,140.089996,138.710007,139.779999,134.482162,6892200
2021-04-12,140.070007,140.380005,139.339996,139.800003,134.501373,6241000
2021-04-13,139.800003,140.000000,138.869995,139.369995,134.087677,5799300
2021-04-14,139.119995,139.460007,138.419998,139.320007,134.039581,7308200
2021-04-15,139.399994,140.470001,139.199997,140.160004,134.847748,7236800
2021-04-16,140.889999,140.960007,139.710007,140.610001,135.280670,8829500
2021-04-19,140.289993,140.570007,139.610001,139.710007,134.414795,6427000
2021-04-20,139.419998,141.770004,138.820007,140.789993,135.453857,8150700
2021-04-21,140.770004,141.699997,140.529999,141.199997,135.848312,5778400
2021-04-22,141.080002,141.449997,139.419998,139.669998,134.376312,6568400
2021-04-23,139.100006,140.339996,139.029999,139.899994,134.597595,7657000
2021-04-26,139.910004,140.000000,137.639999,137.910004,132.682999,7615400
2021-04-27,138.000000,138.949997,137.550003,138.380005,133.135193,5383800
2021-04-28,138.350006,138.589996,137.869995,137.889999,132.663757,4762200
2021-04-29,137.899994,140.000000,137.899994,139.630005,134.337814,6532000
2021-04-30,139.710007,139.990005,139.110001,139.910004,134.607224,6560000
2021-05-03,139.679993,142.740005,139.679993,142.119995,136.733475,9046500
2021-05-04,141.539993,142.029999,140.100006,140.720001,135.386505,6361400
2021-05-05,140.710007,141.199997,140.250000,140.600006,135.271072,6117000
2021-05-06,140.000000,141.360001,139.449997,141.050003,136.236908,5434000
2021-05-07,141.630005,141.720001,139.320007,140.199997,135.415924,7802800
2021-05-10,140.449997,142.080002,140.309998,140.820007,136.014786,8769200
2021-05-11,140.869995,140.869995,138.320007,139.550003,134.788101,8821400
2021-05-12,138.869995,138.979996,135.910004,135.940002,131.301300,8666100
2021-05-13,136.229996,138.979996,135.759995,138.240005,133.522827,7158400
2021-05-14,138.809998,140.240005,138.429993,139.520004,134.759155,5363900
2021-05-17,140.000000,140.399994,138.770004,138.889999,134.150635,6558600
2021-05-18,143.509995,144.580002,141.210007,141.910004,137.067596,19394600
2021-05-19,140.710007,143.720001,140.500000,141.919998,137.077271,11624900
2021-05-20,141.500000,142.869995,140.699997,142.419998,137.560181,10180300
2021-05-21,142.520004,143.080002,141.600006,141.750000,136.913040,7642500
2021-05-24,141.759995,142.419998,141.360001,141.759995,136.922699,6315300
2021-05-25,141.800003,142.639999,141.070007,142.339996,137.482895,7168400
2021-05-26,142.389999,142.880005,141.759995,142.169998,137.318710,6431400
2021-05-27,143.350006,143.679993,141.690002,141.690002,136.855087,18859000
2021-05-28,141.929993,142.449997,141.639999,142.029999,137.183487,7062100
2021-06-01,142.210007,142.800003,141.270004,141.660004,136.826111,6922500
2021-06-02,141.389999,141.710007,140.089996,141.350006,136.526672,7766000
2021-06-03,141.389999,141.850006,140.750000,141.600006,136.768173,6124800
2021-06-04,141.460007,142.289993,141.250000,141.850006,137.009644,4545300
2021-06-07,141.850006,141.970001,140.389999,140.899994,136.092056,5543600
2021-06-08,140.509995,140.899994,139.809998,139.830002,135.058578,6706900
2021-06-09,139.339996,140.009995,139.029999,139.080002,134.334137,5695100
2021-06-10,139.080002,140.190002,139.080002,139.880005,135.106888,5459500
2021-06-11,140.229996,140.850006,139.860001,140.750000,135.947174,8410800
2021-06-14,140.929993,140.929993,140.029999,140.559998,135.763641,5046900
2021-06-15,140.839996,140.910004,139.660004,140.000000,135.222794,6442400
2021-06-16,139.850006,140.039993,136.970001,137.149994,132.470016,9598300
2021-06-17,137.000000,138.350006,136.710007,137.720001,133.020569,6447300
2021-06-18,135.440002,136.389999,134.399994,135.169998,130.557587,14937600
2021-06-21,135.660004,136.750000,135.350006,136.399994,131.745590,6925000
2021-06-22,136.229996,137.720001,136.229996,137.029999,132.354126,6369000
2021-06-23,136.500000,136.990005,135.929993,135.960007,131.320648,6463500
2021-06-24,136.169998,137.240005,136.100006,136.910004,132.238220,7814700
2021-06-25,137.130005,138.860001,136.919998,138.529999,133.802933,9546900
2021-06-28,138.039993,138.639999,136.600006,138.100006,133.387604,5183000
2021-06-29,137.899994,138.470001,137.229996,137.300003,132.614883,11987500
2021-06-30,139.559998,142.580002,138.690002,141.020004,136.207977,15170400
2021-07-01,140.410004,141.250000,139.009995,139.320007,134.565979,8782900
2021-07-02,139.350006,141.080002,139.350006,140.110001,135.329010,8760200
2021-07-06,139.899994,140.750000,139.509995,139.940002,135.164825,6093100
2021-07-07,139.759995,141.190002,139.360001,139.710007,134.942657,8535800
2021-07-08,138.339996,140.649994,138.220001,139.589996,134.826736,7089000
2021-07-09,140.410004,140.839996,139.929993,140.300003,135.512527,5061800
2021-07-12,140.690002,140.789993,139.330002,140.050003,135.271072,6505000
2021-07-13,139.990005,141.179993,139.940002,140.580002,135.782990,6315900
2021-07-14,140.710007,141.800003,139.830002,141.550003,136.719894,6270700
2021-07-15,142.000000,142.639999,141.089996,141.660004,136.826111,5991600
2021-07-16,141.699997,142.130005,140.949997,141.559998,136.729538,6031800
2021-07-19,141.410004,142.979996,139.770004,141.229996,136.410767,9127700
2021-07-20,140.970001,142.470001,140.779999,141.869995,137.028961,6340100
2021-07-21,142.500000,142.539993,140.710007,141.169998,136.352829,6197300
2021-07-22,141.130005,142.119995,140.800003,141.270004,136.449432,4337800
2021-07-23,141.520004,142.720001,141.009995,142.429993,137.569855,5315800
2021-07-26,142.360001,143.860001,141.460007,142.630005,137.763016,6172400
2021-07-27,143.000000,143.000000,141.960007,142.639999,137.772675,5131900
2021-07-28,142.479996,143.250000,141.660004,142.059998,137.212463,4690500
2021-07-29,142.639999,142.850006,142.020004,142.240005,137.386322,3687700
2021-07-30,141.199997,142.960007,141.199997,142.550003,137.685760,5444100
2021-08-02,142.830002,142.869995,141.669998,142.220001,137.367004,6652800
2021-08-03,142.440002,143.899994,142.360001,143.820007,138.912430,6305100
2021-08-04,143.380005,143.940002,142.740005,142.839996,137.965836,5100500
2021-08-05,144.229996,145.539993,143.990005,145.490005,140.525421,9001800
2021-08-06,146.210007,146.470001,144.949997,145.229996,140.274307,6421200
2021-08-09,145.910004,146.479996,145.399994,145.580002,140.612366,5270600
2021-08-10,146.970001,148.949997,146.250000,148.679993,143.606583,12754000
2021-08-11,149.509995,151.580002,149.160004,150.009995,144.891205,13818600
2021-08-12,149.000000,150.210007,148.809998,149.059998,144.503403,6089700
2021-08-13,149.380005,150.360001,149.160004,149.529999,144.959045,5327100
2021-08-16,149.679993,151.729996,149.039993,150.750000,146.141754,15930500
2021-08-17,150.399994,152.500000,149.100006,150.699997,146.093307,16983400
2021-08-18,150.550003,152.570007,149.020004,149.100006,144.542221,9403900
2021-08-19,148.330002,150.660004,148.000000,150.110001,145.521332,7543500
2021-08-20,150.479996,151.720001,149.750000,151.449997,146.820358,6466800
2021-08-23,151.529999,151.789993,150.410004,150.449997,145.850937,5388700
2021-08-24,150.500000,150.500000,148.699997,148.899994,144.348312,6276300
2021-08-25,148.410004,149.279999,148.029999,148.960007,144.406464,7307100
2021-08-26,147.470001,148.270004,146.669998,147.350006,142.845688,7822300
2021-08-27,147.509995,147.690002,146.179993,146.520004,142.041061,7696200
2021-08-30,146.419998,148.000000,146.020004,147.699997,143.184998,5480200
2021-08-31,147.990005,148.440002,147.240005,148.100006,143.572754,8359500
2021-09-01,147.559998,147.929993,146.570007,147.779999,143.262573,6352200
2021-09-02,148.119995,148.789993,147.690002,148.559998,144.018692,6672700
2021-09-03,148.199997,149.649994,147.899994,149.250000,144.687592,5737300
2021-09-07,148.970001,149.169998,147.059998,147.270004,142.768143,8448400
2021-09-08,146.949997,148.320007,146.729996,147.460007,142.952332,6502800
2021-09-09,147.460007,147.610001,145.839996,146.419998,141.944122,7442900
2021-09-10,147.199997,147.240005,145.429993,145.889999,141.430328,5258400
2021-09-13,146.520004,147.149994,144.639999,145.059998,140.625687,6509800
2021-09-14,145.479996,145.880005,143.919998,144.300003,139.888916,5511300
2021-09-15,144.070007,144.750000,143.789993,144.550003,140.131271,4950000
2021-09-16,144.440002,145.309998,143.690002,145.029999,140.596588,6142800
2021-09-17,144.139999,146.160004,144.020004,144.729996,140.305786,24344200
2021-09-20,143.500000,145.190002,141.619995,142.740005,138.376633,8351500
2021-09-21,142.699997,144.580002,142.669998,143.020004,138.648056,5812500
2021-09-22,143.470001,143.600006,142.289993,142.690002,138.328156,5014800
2021-09-23,143.220001,143.630005,142.449997,142.770004,138.405701,5195100
2021-09-24,142.500000,143.690002,142.490005,143.169998,138.793457,4453500
2021-09-27,142.869995,143.550003,141.839996,142.250000,137.901611,7083600
2021-09-28,141.880005,142.070007,139.990005,140.500000,136.205078,6860300
2021-09-29,140.649994,141.830002,140.320007,140.440002,136.146927,7125200
2021-09-30,140.639999,141.729996,139.250000,139.380005,135.119339,7485900
2021-10-01,139.259995,139.630005,135.919998,137.050003,132.860565,10004800
2021-10-04,137.089996,138.229996,134.710007,135.729996,131.580887,9990100
2021-10-05,135.949997,137.710007,135.899994,136.619995,132.443695,6865800
2021-10-06,136.240005,137.789993,136.130005,137.619995,133.413132,6458900
2021-10-07,138.779999,140.699997,138.759995,139.240005,134.983582,7022700
2021-10-08,139.660004,140.089996,139.009995,139.660004,135.390778,4615800
2021-10-11,139.520004,140.779999,139.440002,139.529999,135.264725,4349400
2021-10-12,139.339996,140.410004,139.070007,139.380005,135.119339,5263100
2021-10-13,139.500000,140.009995,138.130005,138.369995,134.140198,5979300
2021-10-14,138.500000,140.070007,138.500000,139.869995,135.594330,6594500
2021-10-15,140.619995,141.100006,139.960007,140.550003,136.253571,6912400
2021-10-18,140.000000,142.009995,139.830002,141.679993,137.349014,6629000
2021-10-19,144.630005,145.610001,143.660004,144.690002,140.267029,11148100
2021-10-20,144.889999,146.490005,144.889999,146.000000,141.536957,5817900
2021-10-21,146.580002,146.919998,145.809998,146.809998,142.322189,4651500
2021-10-22,147.100006,149.690002,147.100006,148.339996,143.805435,7065200
2021-10-25,148.779999,150.520004,148.009995,150.059998,145.472855,6429300
2021-10-26,150.000000,150.550003,148.460007,148.750000,144.202896,5806200
2021-10-27,148.960007,149.020004,147.389999,147.529999,143.020203,4855200
2021-10-28,148.339996,148.979996,147.710007,148.449997,143.912064,4199500
2021-10-29,147.910004,150.100006,147.559998,149.419998,144.852402,7340900
2021-11-01,149.979996,150.750000,149.350006,149.789993,145.211090,4183200
2021-11-02,149.970001,150.179993,149.279999,149.720001,145.143250,4546300
2021-11-03,149.600006,150.289993,149.029999,150.179993,145.589157,4736500
2021-11-04,150.179993,151.850006,149.830002,151.279999,146.655563,5049700
2021-11-05,152.000000,152.000000,149.619995,150.229996,145.637665,5027300
2021-11-08,150.220001,150.509995,148.729996,149.270004,144.707016,5124400
2021-11-09,149.520004,149.869995,148.869995,149.789993,145.211090,5000600
2021-11-10,148.729996,149.619995,147.979996,148.440002,143.902390,5601200
2021-11-11,148.770004,148.990005,148.190002,148.500000,143.960526,4534400
2021-11-12,149.000000,149.240005,147.539993,147.759995,143.243149,6104600
2021-11-15,148.149994,148.449997,146.399994,146.910004,142.419128,9632000
2021-11-16,145.100006,146.679993,142.300003,143.169998,138.793457,24662200
2021-11-17,143.160004,144.720001,141.820007,141.940002,137.601074,11038700
2021-11-18,142.139999,143.289993,140.860001,143.160004,138.783783,8131400
2021-11-19,143.619995,144.000000,141.940002,142.389999,138.037308,9373100
2021-11-22,142.660004,145.360001,142.000000,144.779999,140.354248,9708800
2021-11-23,144.250000,145.979996,143.250000,145.809998,141.352753,9969300
2021-11-24,145.729996,147.059998,145.639999,146.539993,142.060440,6029800
2021-11-26,146.440002,147.880005,144.419998,144.899994,140.470566,7013200
2021-11-29,145.000000,145.250000,142.229996,142.630005,138.269974,11013200
2021-11-30,141.479996,142.500000,140.009995,140.630005,136.331116,21606300
2021-12-01,140.509995,140.720001,137.039993,137.139999,132.947800,12207100
2021-12-02,137.630005,138.440002,135.240005,135.470001,131.328827,13268600
2021-12-03,135.860001,137.880005,135.289993,137.509995,133.306473,14714200
2021-12-06,137.559998,139.360001,137.100006,139.000000,134.750946,10863100
2021-12-07,139.600006,139.830002,138.089996,138.550003,134.314682,12579700
2021-12-08,138.059998,138.500000,136.009995,137.149994,132.957489,11498800
2021-12-09,136.630005,138.570007,135.710007,138.500000,134.806824,10783900
2021-12-10,138.339996,141.300003,137.570007,141.029999,137.269363,12858500
2021-12-13,140.240005,143.750000,140.009995,143.570007,139.741653,18013100
2021-12-14,143.300003,145.279999,142.149994,144.940002,141.075119,15573800
2021-12-15,145.210007,146.470001,143.399994,145.770004,141.882965,11163300
2021-12-16,145.770004,146.529999,142.889999,143.339996,139.517761,13023200
2021-12-17,142.750000,143.949997,138.389999,138.750000,135.050171,26193700
2021-12-20,138.119995,139.750000,137.600006,139.199997,135.488159,10339300
2021-12-21,138.899994,139.860001,138.009995,139.619995,135.896957,8206800
2021-12-22,139.899994,139.990005,138.529999,139.800003,136.072159,5676000
2021-12-23,139.800003,140.160004,138.850006,139.490005,135.770416,5864200
2021-12-27,139.600006,140.869995,139.570007,140.759995,137.006561,5346900
2021-12-28,140.600006,142.970001,140.600006,142.779999,138.972672,5261000
2021-12-29,142.660004,143.529999,142.320007,142.710007,138.904572,4348400
2021-12-30,143.259995,143.699997,142.479996,143.169998,139.352310,4983000
